ResponseID,Gender,Age,AgeGroup,ITExperience,University,YearOfStudy,PythonUse,JavaUse,CppUse,JavaScriptUse,ChatGPTUsage,PEOU1,PEOU2,PEOU3,PEOU4,PR1,PR2,PR3,PR4,AIL1,AIL2,AIL3,AIL4,TR1,TR2,TR3,TR4,ANX1,ANX2,ANX3,ANX4,PU1,PU2,PU3,PU4,PLV1,PLV2,PLV3,PLV4,HM1,HM2,HM3,HM4,BI1,BI2,BI3,PEOU_Mean,PR_Mean,AIL_Mean,TR_Mean,ANX_Mean,PU_Mean,PLV_Mean,HM_Mean,BI_Mean
314,0,25,3,1,2,1,0,1,1,0,3,6,5,5,6,7,6,4,5,5,5,5,6,5,5,4,5,1,2,1,2,5,5,6,6,5,5,5,6,7,7,7,7,6,6,5,5.5,5.5,5.25,4.75,1.5,5.5,5.25,7.0,5.667
315,0,22,2,0,4,1,1,1,0,1,3,6,5,5,6,4,4,3,3,3,4,5,5,6,5,6,7,1,3,1,2,6,4,4,4,4,4,4,3,5,5,5,7,6,7,5,5.5,3.5,4.25,6.0,1.75,4.5,3.75,5.5,6.0
316,0,18,1,0,3,1,0,1,1,1,1,4,4,4,3,4,6,4,5,4,4,5,5,5,3,3,3,4,5,4,4,5,7,6,6,4,3,4,3,5,6,5,6,5,4,5,3.75,4.75,4.5,3.5,4.25,6.0,3.5,5.5,4.667
317,1,23,2,0,3,2,1,0,0,0,3,5,6,7,7,3,3,1,3,2,4,5,4,5,6,6,6,3,1,2,4,7,6,6,6,7,6,6,6,1,2,1,1,6,6,7,6.25,2.5,3.75,5.75,2.5,6.25,6.25,1.25,6.333
318,1,21,2,0,2,1,1,1,0,0,1,4,4,3,4,7,7,6,4,4,4,5,6,5,6,5,4,3,2,2,2,7,6,7,7,3,5,5,5,4,6,4,5,4,4,5,3.75,6.0,4.75,5.0,2.25,6.75,4.5,4.75,4.333
319,1,22,2,0,5,2,1,1,0,0,2,6,7,5,6,4,2,4,3,4,2,3,4,4,4,1,4,5,5,6,5,7,5,7,6,4,5,5,5,6,4,5,5,5,4,5,6.0,3.25,3.25,3.25,5.25,6.25,4.75,5.0,4.667
320,1,22,2,0,2,2,1,1,0,0,3,6,4,7,7,4,4,4,4,5,6,5,6,4,3,2,4,2,1,2,1,5,5,5,5,7,5,5,7,5,4,4,5,3,5,3,6.0,4.0,5.5,3.25,1.5,5.0,6.0,4.5,3.667
321,0,24,3,0,5,4,1,1,0,1,3,3,3,3,4,4,2,1,1,4,5,4,5,3,6,4,5,6,3,5,4,5,6,5,5,5,4,5,6,1,4,5,4,5,5,5,3.25,2.0,4.5,4.5,4.5,5.25,5.0,3.5,5.0
322,0,24,3,1,4,3,1,0,0,1,2,4,6,5,5,1,2,3,2,3,3,5,4,6,7,5,6,4,2,2,3,7,5,6,5,3,4,3,1,6,4,4,4,6,7,7,5.0,2.0,3.75,6.0,2.75,5.75,2.75,4.5,6.667
323,0,21,2,0,5,4,0,0,1,0,1,6,5,3,4,4,4,6,5,3,2,2,3,4,5,2,6,2,1,1,1,6,7,7,6,3,4,4,4,3,4,3,3,6,7,7,4.5,4.75,2.5,4.25,1.25,6.5,3.75,3.25,6.667
324,1,20,1,0,2,3,1,1,0,1,2,5,2,5,4,2,3,3,3,5,4,5,5,5,4,4,3,4,3,4,3,6,5,5,5,5,5,4,4,6,7,7,7,7,7,7,4.0,2.75,4.75,4.0,3.5,5.25,4.5,6.75,7.0
325,0,29,3,0,4,1,1,1,1,0,2,7,5,6,7,3,4,3,2,4,6,5,4,4,5,5,4,2,1,2,2,3,4,4,5,4,4,4,5,5,6,6,7,6,7,5,6.25,3.0,4.75,4.5,1.75,4.0,4.25,6.0,6.0
326,0,21,2,0,1,3,0,0,0,0,2,4,5,3,5,3,4,3,3,4,4,6,3,7,7,7,7,4,4,4,3,3,3,4,3,5,5,4,3,4,6,5,5,5,5,5,4.25,3.25,4.25,7.0,3.75,3.25,4.25,5.0,5.0
327,0,19,1,0,3,2,1,1,0,0,2,4,4,4,5,6,5,5,4,3,3,3,3,6,7,4,4,3,2,3,2,6,7,7,6,7,6,6,6,4,6,4,4,4,6,5,4.25,5.0,3.0,5.25,2.5,6.5,6.25,4.5,5.0
328,0,28,3,0,2,3,1,1,0,1,2,5,6,5,7,3,3,3,3,3,2,2,3,4,5,4,5,1,1,1,1,5,6,5,5,6,6,6,6,3,5,4,5,5,4,5,5.75,3.0,2.5,4.5,1.0,5.25,6.0,4.25,4.667
329,1,27,3,0,2,2,0,0,1,1,1,6,5,5,6,3,3,3,4,4,4,4,5,5,4,4,5,3,3,2,3,5,5,5,5,4,5,5,5,3,5,6,5,5,7,6,5.5,3.25,4.25,4.5,2.75,5.0,4.75,4.75,6.0
330,1,23,2,0,2,4,1,0,0,1,2,4,5,4,3,4,4,4,2,6,5,5,5,6,6,5,5,1,1,1,1,7,7,6,6,5,3,6,5,5,7,5,5,5,5,6,4.0,3.5,5.25,5.5,1.0,6.5,4.75,5.5,5.333
331,1,23,2,0,4,2,1,0,0,0,2,6,6,7,5,1,2,3,1,3,2,3,1,5,3,3,3,5,3,3,3,5,4,5,4,6,5,5,7,6,7,7,6,4,3,5,6.0,1.75,2.25,3.5,3.5,4.5,5.75,6.5,4.0
332,0,18,1,1,1,2,0,0,1,0,3,5,6,6,7,1,2,1,3,6,6,6,7,6,5,6,6,1,1,2,2,6,5,5,6,6,5,5,6,5,6,5,6,7,5,6,6.0,1.75,6.25,5.75,1.5,5.5,5.5,5.5,6.0
333,1,19,1,0,5,4,1,0,1,0,1,3,3,1,3,6,5,4,4,3,3,4,5,5,4,3,2,4,1,2,3,6,6,4,4,3,5,4,2,6,5,7,6,7,7,7,2.5,4.75,3.75,3.5,2.5,5.0,3.5,6.0,7.0
334,1,19,1,1,1,1,1,0,1,0,3,6,4,5,5,3,4,2,2,5,4,6,6,5,5,6,5,4,3,3,3,6,5,4,5,7,7,7,7,5,6,7,6,3,4,4,5.0,2.75,5.25,5.25,3.25,5.0,7.0,6.0,3.667
335,1,22,2,1,4,3,0,0,0,0,3,4,6,4,4,5,5,6,4,5,4,3,5,5,4,5,6,4,2,3,4,7,5,4,4,5,5,5,6,4,5,6,6,7,7,5,4.5,5.0,4.25,5.0,3.25,5.0,5.25,5.25,6.333
336,1,18,1,0,2,3,0,0,1,1,2,5,4,6,4,5,4,4,6,3,3,4,3,5,5,4,5,3,4,4,4,7,7,6,6,5,6,5,7,6,5,6,6,4,3,5,4.75,4.75,3.25,4.75,3.75,6.5,5.75,5.75,4.0
337,0,19,1,0,3,4,1,1,0,0,2,2,2,2,4,5,4,3,3,5,5,7,6,5,4,4,4,4,4,3,5,6,4,5,5,6,7,7,6,4,5,4,5,1,3,2,2.5,3.75,5.75,4.25,4.0,5.0,6.5,4.5,2.0
338,0,18,1,0,2,4,1,0,0,0,2,7,7,7,7,6,6,6,6,3,4,4,3,4,4,4,4,3,3,1,2,7,7,7,5,4,7,6,5,6,4,5,6,5,5,5,7.0,6.0,3.5,4.0,2.25,6.5,5.5,5.25,5.0
339,1,21,2,0,5,4,1,0,0,0,2,5,7,5,6,3,5,5,3,5,3,3,4,6,6,6,6,4,3,3,3,5,5,6,5,3,3,3,3,4,5,5,6,5,5,5,5.75,4.0,3.75,6.0,3.25,5.25,3.0,5.0,5.0
340,1,24,3,0,3,1,1,0,1,0,1,6,6,6,4,5,4,5,4,6,7,6,6,5,5,4,3,1,1,1,1,7,5,6,6,2,4,5,5,4,4,3,4,6,5,4,5.5,4.5,6.25,4.25,1.0,6.0,4.0,3.75,5.0
341,1,18,1,0,2,3,1,0,0,0,3,6,6,5,6,3,4,3,2,3,1,1,2,3,5,4,4,3,2,4,4,7,7,6,6,4,3,1,4,4,3,5,5,7,7,7,5.75,3.0,1.75,4.0,3.25,6.5,3.0,4.25,7.0
342,1,19,1,0,3,3,1,0,0,0,1,7,7,7,7,6,6,7,6,3,4,3,1,5,5,4,3,3,2,2,2,5,6,6,5,6,5,6,5,4,4,2,4,4,6,7,7.0,6.25,2.75,4.25,2.25,5.5,5.5,3.5,5.667
343,1,23,2,1,1,3,0,1,0,0,2,5,7,7,6,7,6,7,5,4,4,4,4,6,6,7,6,1,5,1,2,6,6,6,6,4,5,4,2,3,2,4,3,4,5,5,6.25,6.25,4.0,6.25,2.25,6.0,3.75,3.0,4.667
344,1,21,2,1,4,1,1,0,0,0,2,6,5,6,6,4,5,3,4,4,4,5,6,5,5,5,5,4,3,3,2,7,5,7,5,4,5,5,6,4,4,3,3,6,4,7,5.75,4.0,4.75,5.0,3.0,6.0,5.0,3.5,5.667
345,1,19,1,1,2,3,1,1,0,0,2,5,4,7,5,5,4,4,3,5,4,4,6,3,4,5,4,6,5,5,5,5,5,5,4,4,6,6,5,5,3,4,3,3,2,5,5.25,4.0,4.75,4.0,5.25,4.75,5.25,3.75,3.333
346,0,21,2,0,5,4,1,1,0,0,3,6,5,4,4,7,6,5,5,4,2,2,4,7,7,6,6,4,3,2,2,7,5,7,5,4,5,5,6,2,3,4,4,6,6,6,4.75,5.75,3.0,6.5,2.75,6.0,5.0,3.25,6.0
347,0,19,1,1,1,4,0,1,0,0,2,4,5,5,3,4,4,2,4,7,6,7,7,6,6,6,6,3,1,2,3,6,5,6,4,5,6,4,3,5,6,5,7,6,6,5,4.25,3.5,6.75,6.0,2.25,5.25,4.5,5.75,5.667
348,1,20,1,1,2,2,1,0,0,0,2,3,5,4,5,3,2,2,3,5,3,5,5,5,5,5,4,3,2,4,3,6,4,6,6,5,5,6,5,3,3,5,5,5,6,5,4.25,2.5,4.5,4.75,3.0,5.5,5.25,4.0,5.333
349,1,23,2,1,1,1,1,1,1,1,3,3,5,5,4,5,6,5,5,3,4,4,4,7,6,6,6,1,2,1,2,4,4,3,5,3,2,3,3,3,5,6,4,5,3,4,4.25,5.25,3.75,6.25,1.5,4.0,2.75,4.5,4.0
350,0,21,2,0,5,2,0,0,1,0,2,4,5,3,4,3,4,4,3,4,4,3,3,6,5,4,6,4,1,1,2,6,6,6,6,4,5,5,5,4,6,5,4,4,2,3,4.0,3.5,3.5,5.25,2.0,6.0,4.75,4.75,3.0
351,1,27,3,1,2,3,1,0,1,0,1,6,4,5,6,4,3,4,4,5,4,5,3,4,3,3,4,3,5,4,5,6,6,5,6,3,1,2,2,7,5,7,7,4,5,3,5.25,3.75,4.25,3.5,4.25,5.75,2.0,6.5,4.0
352,0,18,1,0,5,3,1,1,0,0,2,4,2,4,4,3,2,3,3,5,5,7,7,5,7,4,5,3,3,4,2,6,6,5,6,4,3,3,4,3,5,4,6,5,4,7,3.5,2.75,6.0,5.25,3.0,5.75,3.5,4.5,5.333
353,0,23,2,1,3,2,1,0,0,0,1,5,6,5,4,1,1,2,2,5,6,7,7,4,4,3,4,1,2,2,2,6,5,4,5,6,5,6,5,4,6,5,4,5,5,5,5.0,1.5,6.25,3.75,1.75,5.0,5.5,4.75,5.0
354,1,22,2,0,5,1,1,0,0,1,2,6,4,4,4,6,4,3,2,5,1,2,3,5,5,4,5,1,1,1,1,4,4,4,2,5,4,6,5,3,4,5,4,5,6,5,4.5,3.75,2.75,4.75,1.0,3.5,5.0,4.0,5.333
355,1,20,1,1,3,2,1,1,0,0,3,5,4,5,6,4,6,4,5,3,2,3,4,4,6,6,5,4,4,4,4,6,5,5,5,3,5,5,4,5,6,6,7,4,6,5,5.0,4.75,3.0,5.25,4.0,5.25,4.25,6.0,5.0
356,0,21,2,1,2,2,1,0,0,1,3,5,6,5,5,2,3,3,4,4,3,7,5,5,5,4,4,5,4,4,3,6,5,4,5,4,5,5,5,6,5,7,5,5,5,5,5.25,3.0,4.75,4.5,4.0,5.0,4.75,5.75,5.0
357,1,19,1,0,3,4,1,1,0,0,2,7,7,7,7,7,6,6,5,5,4,7,5,2,4,4,4,1,2,2,1,5,5,4,6,3,4,3,2,6,4,6,6,3,4,2,7.0,6.0,5.25,3.5,1.5,5.0,3.0,5.5,3.0
358,0,24,3,1,2,3,1,0,0,0,3,6,6,6,6,3,3,3,2,6,2,5,5,6,5,4,4,4,4,3,4,6,4,5,5,5,5,6,5,4,6,6,6,6,6,7,6.0,2.75,4.5,4.75,3.75,5.0,5.25,5.5,6.333
359,0,20,1,1,2,2,0,0,0,0,3,2,4,5,5,2,2,2,1,4,4,4,6,3,4,1,3,3,3,3,4,3,5,5,3,7,7,7,7,4,5,4,5,5,3,5,4.0,1.75,4.5,2.75,3.25,4.0,7.0,4.5,4.333
360,0,21,2,1,4,2,0,0,1,0,1,5,6,4,5,4,5,3,2,3,2,4,2,3,4,2,3,6,5,6,5,7,5,6,6,6,7,7,7,5,4,4,4,3,3,3,5.0,3.5,2.75,3.0,5.5,6.0,6.75,4.25,3.0
361,1,20,1,1,2,1,0,0,1,0,1,4,3,4,3,5,3,6,4,7,6,6,5,5,6,6,6,3,5,3,4,5,6,6,6,5,4,4,5,5,5,7,7,5,5,4,3.5,4.5,6.0,5.75,3.75,5.75,4.5,6.0,4.667
362,0,29,3,1,3,4,0,1,1,0,2,4,4,4,3,5,6,5,6,5,5,6,6,5,6,6,6,2,4,2,5,7,5,5,6,5,5,6,5,3,4,4,5,6,6,6,3.75,5.5,5.5,5.75,3.25,5.75,5.25,4.0,6.0
363,1,22,2,1,4,2,1,1,0,0,3,4,3,3,4,5,1,3,2,2,2,4,3,6,4,4,3,1,2,1,1,6,5,5,4,4,3,3,4,5,4,5,4,3,3,5,3.5,2.75,2.75,4.25,1.25,5.0,3.5,4.5,3.667
364,0,22,2,0,4,2,0,0,0,0,3,5,6,5,4,4,5,5,5,3,1,4,4,5,2,6,6,5,5,6,5,6,5,4,5,4,5,4,4,6,6,6,6,6,4,7,5.0,4.75,3.0,4.75,5.25,5.0,4.25,6.0,5.667
365,0,19,1,0,2,2,1,0,0,0,3,4,4,5,3,7,6,6,6,3,3,2,3,6,5,5,6,4,2,2,2,6,5,4,4,4,5,5,5,5,5,4,5,6,6,7,4.0,6.25,2.75,5.5,2.5,4.75,4.75,4.75,6.333
366,1,22,2,0,5,3,0,0,1,0,2,5,7,6,5,5,4,3,2,6,5,5,4,5,5,6,4,3,1,3,3,5,5,6,6,4,5,5,3,3,4,3,4,7,7,7,5.75,3.5,5.0,5.0,2.5,5.5,4.25,3.5,7.0
367,0,19,1,1,5,3,0,0,0,1,1,7,5,6,6,6,6,5,4,4,3,4,2,4,4,3,3,3,2,3,1,6,6,7,5,6,5,5,7,7,4,6,7,5,4,6,6.0,5.25,3.25,3.5,2.25,6.0,5.75,6.0,5.0
368,0,28,3,0,4,3,0,0,0,0,2,6,5,6,6,2,5,1,2,4,5,5,5,5,3,4,3,6,4,4,5,6,5,4,4,6,7,7,6,4,5,5,5,5,4,5,5.75,2.5,4.75,3.75,4.75,4.75,6.5,4.75,4.667
369,1,18,1,0,2,2,0,0,1,0,3,4,4,3,4,5,5,4,4,5,5,5,5,3,4,2,2,6,6,5,5,5,4,5,5,4,6,5,5,5,6,6,5,2,5,4,3.75,4.5,5.0,2.75,5.5,4.75,5.0,5.5,3.667
370,1,20,1,1,5,2,1,1,0,0,2,7,5,5,5,5,5,4,6,4,4,5,5,5,5,3,6,4,3,3,4,6,4,5,6,4,4,5,4,5,5,4,5,6,7,7,5.5,5.0,4.5,4.75,3.5,5.25,4.25,4.75,6.667
371,1,18,1,0,2,1,1,0,0,1,2,5,7,5,4,5,4,5,3,5,4,5,5,7,5,5,5,5,5,4,4,6,4,4,5,4,3,3,2,4,3,3,5,5,3,3,5.25,4.25,4.75,5.5,4.5,4.75,3.0,3.75,3.667
372,1,23,2,1,2,3,1,0,0,0,2,4,4,4,4,4,2,3,4,3,2,3,1,3,4,2,4,3,3,2,3,5,4,4,3,5,6,6,7,5,4,5,5,5,5,4,4.0,3.25,2.25,3.25,2.75,4.0,6.0,4.75,4.667
373,1,23,2,1,4,1,1,1,0,0,2,3,3,4,3,1,1,1,1,5,6,2,6,4,6,6,4,4,1,2,2,7,7,7,7,4,3,4,4,6,6,6,5,4,1,3,3.25,1.0,4.75,5.0,2.25,7.0,3.75,5.75,2.667
374,0,20,1,0,4,3,1,0,1,1,2,7,7,7,7,2,3,2,3,5,3,3,3,4,3,3,4,4,5,5,4,5,5,5,5,4,5,5,4,4,5,4,3,6,5,7,7.0,2.5,3.5,3.5,4.5,5.0,4.5,4.0,6.0
375,1,22,2,0,1,4,1,0,1,0,3,6,4,5,7,3,5,2,2,5,4,5,3,5,5,3,6,4,1,2,3,7,7,6,7,6,5,6,6,5,6,5,5,6,7,6,5.5,3.0,4.25,4.75,2.5,6.75,5.75,5.25,6.333
376,1,23,2,0,5,4,0,0,0,0,3,6,6,7,4,2,3,3,2,3,4,4,3,6,6,5,6,4,5,6,4,7,7,7,7,7,6,6,6,3,5,4,6,5,6,6,5.75,2.5,3.5,5.75,4.75,7.0,6.25,4.5,5.667
377,0,21,2,0,5,2,1,1,0,0,1,6,4,3,4,4,4,4,3,4,3,4,3,4,5,3,3,5,4,4,5,7,6,6,6,5,4,5,5,7,5,7,6,2,3,3,4.25,3.75,3.5,3.75,4.5,6.25,4.75,6.25,2.667
378,1,23,2,0,5,2,0,1,0,0,3,2,4,3,3,4,4,4,1,4,4,4,5,6,3,3,6,6,4,4,3,5,5,6,5,5,5,5,4,4,4,5,5,6,5,7,3.0,3.25,4.25,4.5,4.25,5.25,4.75,4.5,6.0
379,0,19,1,1,3,1,0,0,0,0,3,5,4,7,4,3,3,4,2,3,3,4,3,5,5,5,5,5,4,4,5,4,5,5,5,5,3,2,4,4,5,5,5,3,2,4,5.0,3.0,3.25,5.0,4.5,4.75,3.5,4.75,3.0
380,1,23,2,1,2,3,0,0,0,1,3,5,4,4,6,5,2,2,2,4,4,5,3,5,7,5,6,6,6,4,6,4,4,4,4,4,2,3,3,7,7,7,7,5,3,5,4.75,2.75,4.0,5.75,5.5,4.0,3.0,7.0,4.333
381,1,19,1,0,4,3,0,1,0,0,3,4,4,3,3,3,1,3,2,5,3,5,5,4,6,4,4,4,3,3,2,6,4,6,7,5,4,4,4,7,5,6,7,6,5,7,3.5,2.25,4.5,4.5,3.0,5.75,4.25,6.25,6.0
382,0,19,1,0,5,1,1,1,0,0,2,5,4,5,5,5,5,5,4,3,2,1,2,6,4,4,5,2,2,3,3,6,5,6,5,2,3,3,3,6,7,6,7,6,6,5,4.75,4.75,2.0,4.75,2.5,5.5,2.75,6.5,5.667
383,0,21,2,0,1,2,0,0,0,0,1,3,2,1,6,3,3,1,3,2,4,4,5,7,6,5,6,3,1,1,1,7,3,4,5,6,6,5,6,5,5,5,4,6,6,7,3.0,2.5,3.75,6.0,1.5,4.75,5.75,4.75,6.333
384,0,25,3,0,5,4,0,0,0,0,2,5,5,4,4,3,3,3,3,4,3,5,6,4,5,4,6,6,7,7,5,4,5,5,3,5,6,6,5,6,5,5,4,6,4,5,4.5,3.0,4.5,4.75,6.25,4.25,5.5,5.0,5.0
385,0,20,1,0,2,4,1,0,0,0,2,7,6,7,7,3,2,4,4,3,1,3,3,5,4,5,4,3,2,3,3,4,3,3,3,5,5,5,5,5,4,4,5,2,1,3,6.75,3.25,2.5,4.5,2.75,3.25,5.0,4.5,2.0
386,0,18,1,0,2,1,1,0,0,0,2,6,7,4,6,5,4,4,4,3,6,5,7,5,4,4,6,4,5,3,3,6,7,6,6,4,3,4,4,5,4,5,4,6,5,6,5.75,4.25,5.25,4.75,3.75,6.25,3.75,4.5,5.667
387,1,22,2,1,4,3,0,1,0,1,2,6,5,3,4,4,5,5,4,7,4,6,7,5,4,4,4,2,2,2,4,5,5,6,6,2,2,4,4,4,6,5,4,4,4,6,4.5,4.5,6.0,4.25,2.5,5.5,3.0,4.75,4.667
388,1,21,2,0,3,1,1,0,1,0,1,3,3,3,3,1,1,1,1,3,2,4,3,6,5,3,5,5,7,7,4,7,6,4,6,4,3,4,6,4,3,5,4,4,3,5,3.0,1.0,3.0,4.75,5.75,5.75,4.25,4.0,4.0
389,0,18,1,0,4,1,1,1,0,0,1,3,4,5,4,4,5,4,4,7,6,5,7,7,7,6,7,2,2,1,3,4,4,3,5,3,5,7,5,4,5,6,4,4,3,4,4.0,4.25,6.25,6.75,2.0,4.0,5.0,4.75,3.667
390,0,20,1,0,5,4,0,1,0,0,3,3,4,5,4,5,6,6,5,4,4,6,4,6,6,5,5,2,1,2,2,5,3,4,2,6,4,6,3,6,6,6,5,6,6,7,4.0,5.5,4.5,5.5,1.75,3.5,4.75,5.75,6.333
391,0,23,2,1,1,3,1,0,1,0,1,5,4,5,5,3,2,2,1,3,4,5,3,3,2,2,2,3,3,2,4,7,6,5,6,4,4,4,6,5,4,4,5,6,7,7,4.75,2.0,3.75,2.25,3.0,6.0,4.5,4.5,6.667
392,1,23,2,0,4,3,1,0,0,1,2,6,6,6,6,4,2,3,2,4,3,4,3,5,3,5,4,5,3,3,3,6,6,4,5,7,7,6,7,4,3,4,4,6,5,5,6.0,2.75,3.5,4.25,3.5,5.25,6.75,3.75,5.333
393,1,19,1,1,3,1,0,0,0,0,1,5,5,5,5,2,3,3,2,6,7,6,5,2,4,3,2,3,4,5,3,7,7,7,6,6,7,5,5,2,3,4,3,4,4,5,5.0,2.5,6.0,2.75,3.75,6.75,5.75,3.0,4.333
394,0,20,1,1,4,4,1,0,1,0,2,4,4,5,5,3,2,4,3,5,6,4,5,4,6,4,5,4,3,3,1,4,5,5,7,7,7,7,7,3,4,2,3,2,2,2,4.5,3.0,5.0,4.75,2.75,5.25,7.0,3.0,2.0
395,1,18,1,1,2,2,1,1,0,0,1,4,4,5,5,4,4,5,3,3,2,3,3,2,4,2,4,5,4,5,2,7,4,6,3,6,6,7,6,4,5,6,5,5,6,5,4.5,4.0,2.75,3.0,4.0,5.0,6.25,5.0,5.333
396,0,22,2,0,5,2,1,1,1,0,2,5,4,2,4,1,1,1,1,3,3,3,3,3,4,3,2,4,3,4,2,7,5,5,6,6,5,7,6,3,3,6,4,5,6,6,3.75,1.0,3.0,3.0,3.25,5.75,6.0,4.0,5.667
397,0,20,1,0,5,2,1,1,1,0,3,5,4,4,3,2,1,1,2,2,3,4,2,3,4,4,2,3,2,2,3,6,5,6,7,4,4,3,4,4,4,4,5,3,4,5,4.0,1.5,2.75,3.25,2.5,6.0,3.75,4.25,4.0
398,1,20,1,1,5,1,0,1,0,1,2,7,5,6,7,5,6,6,6,4,4,5,4,5,5,6,5,3,2,3,1,7,6,6,5,5,6,6,5,4,2,3,4,6,7,7,6.25,5.75,4.25,5.25,2.25,6.0,5.5,3.25,6.667
399,0,21,2,1,5,3,1,1,0,0,1,4,7,6,4,2,3,2,4,6,4,6,6,5,5,4,5,6,4,5,7,5,5,4,5,3,5,3,4,5,2,6,4,6,7,7,5.25,2.75,5.5,4.75,5.5,4.75,3.75,4.25,6.667
400,0,19,1,0,5,3,1,1,1,1,1,6,5,5,6,5,5,5,6,4,5,5,6,5,5,5,5,4,4,3,4,6,5,7,6,2,2,3,1,6,5,7,6,5,6,7,5.5,5.25,5.0,5.0,3.75,6.0,2.0,6.0,6.0
401,1,21,2,1,5,1,1,0,0,0,3,3,3,4,4,4,3,5,3,3,4,5,4,5,6,5,4,1,1,1,1,7,5,7,4,6,6,7,6,6,4,4,3,5,5,6,3.5,3.75,4.0,5.0,1.0,5.75,6.25,4.25,5.333
402,0,20,1,1,1,1,1,0,0,0,2,5,4,6,5,1,1,1,1,2,2,4,4,2,4,3,2,2,4,3,2,5,4,4,5,6,5,5,4,5,5,5,5,4,5,6,5.0,1.0,3.0,2.75,2.75,4.5,5.0,5.0,5.0
403,1,19,1,0,3,1,0,0,1,1,2,7,7,6,6,5,6,4,4,2,3,4,4,5,7,6,5,3,3,4,2,4,5,5,4,5,3,3,3,6,5,5,6,6,6,6,6.5,4.75,3.25,5.75,3.0,4.5,3.5,5.5,6.0
404,0,18,1,0,5,1,0,0,1,0,3,5,4,5,4,5,4,4,3,6,6,6,6,7,7,5,7,5,5,5,5,6,7,7,7,4,4,4,5,4,4,4,3,5,4,5,4.5,4.0,6.0,6.5,5.0,6.75,4.25,3.75,4.667
405,1,21,2,1,3,3,1,1,0,0,2,6,7,7,5,5,3,3,3,5,3,4,5,5,6,5,5,4,3,5,4,7,4,4,4,4,2,5,3,4,5,7,5,7,6,6,6.25,3.5,4.25,5.25,4.0,4.75,3.5,5.25,6.333
406,0,21,2,1,5,4,1,1,0,0,3,6,7,6,7,3,4,5,3,4,3,5,4,4,5,3,5,2,2,3,2,6,6,5,5,4,3,5,4,3,5,3,2,6,3,4,6.5,3.75,4.0,4.25,2.25,5.5,4.0,3.25,4.333
407,1,22,2,1,4,1,1,0,0,0,1,6,7,7,7,5,3,3,3,2,3,4,4,2,3,4,2,6,6,6,5,5,6,5,6,4,5,5,5,5,3,4,4,7,6,7,6.75,3.5,3.25,2.75,5.75,5.5,4.75,4.0,6.667
408,1,19,1,0,5,1,1,0,0,0,2,6,5,5,5,4,5,5,3,5,4,6,6,4,4,4,5,5,2,2,3,3,2,5,4,7,7,5,6,3,3,4,5,5,7,6,5.25,4.25,5.25,4.25,3.0,3.5,6.25,3.75,6.0
409,0,22,2,0,2,3,0,1,0,0,1,6,4,7,6,5,7,6,3,5,3,5,4,6,7,5,5,4,5,4,5,7,7,6,7,5,4,6,3,4,6,5,4,4,3,6,5.75,5.25,4.25,5.75,4.5,6.75,4.5,4.75,4.333
410,1,20,1,0,1,3,1,0,1,0,3,7,7,5,7,4,4,3,3,5,6,6,5,6,6,7,6,3,1,1,2,2,3,4,4,6,7,7,5,4,4,5,5,5,6,4,6.5,3.5,5.5,6.25,1.75,3.25,6.25,4.5,5.0
411,1,19,1,1,4,2,1,0,0,1,3,5,7,5,5,2,4,2,2,5,6,6,5,6,5,6,5,1,1,1,1,3,4,3,3,6,6,5,6,4,4,5,4,4,4,5,5.5,2.5,5.5,5.5,1.0,3.25,5.75,4.25,4.333
412,0,26,3,0,4,2,1,0,0,0,3,4,5,4,6,3,3,4,4,4,2,4,5,6,4,5,5,3,2,1,2,6,5,6,7,5,5,5,5,3,4,2,3,7,7,7,4.75,3.5,3.75,5.0,2.0,6.0,5.0,3.0,7.0
413,0,18,1,1,2,3,0,1,0,0,3,4,3,5,5,7,7,7,7,5,4,4,5,6,5,7,6,1,1,1,1,5,6,6,7,5,5,6,4,5,6,5,6,7,6,6,4.25,7.0,4.5,6.0,1.0,6.0,5.0,5.5,6.333
414,0,18,1,0,5,2,0,0,1,0,3,6,5,6,5,4,5,4,5,3,2,4,5,5,5,5,6,5,7,4,6,5,5,5,4,6,5,5,6,7,5,6,6,5,6,6,5.5,4.5,3.5,5.25,5.5,4.75,5.5,6.0,5.667
415,0,18,1,0,1,1,1,0,1,0,3,3,4,4,3,6,7,6,5,2,2,3,2,5,3,3,6,2,4,4,3,7,5,5,5,5,6,7,7,4,4,5,4,6,6,7,3.5,6.0,2.25,4.25,3.25,5.5,6.25,4.25,6.333
416,1,20,1,0,4,3,0,0,0,1,2,5,4,4,6,6,7,6,4,4,3,2,4,4,4,5,5,3,2,2,3,4,3,3,3,6,5,5,4,3,4,5,5,7,6,6,4.75,5.75,3.25,4.5,2.5,3.25,5.0,4.25,6.333
417,1,20,1,0,1,3,1,0,0,1,3,6,4,7,5,5,5,5,2,5,4,5,4,3,2,3,4,4,1,5,4,6,6,7,6,3,2,3,2,3,4,6,5,6,5,7,5.5,4.25,4.5,3.0,3.5,6.25,2.5,4.5,6.0
418,1,23,2,0,4,3,1,0,1,0,2,1,3,3,2,5,4,3,3,5,3,3,5,6,4,4,6,3,4,4,4,6,5,6,7,5,4,7,6,6,4,3,4,7,6,7,2.25,3.75,4.0,5.0,3.75,6.0,5.5,4.25,6.667
